,make,model,engine_size,transmission,cylinders,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,emissions
0,ACURA,ILX,2.0,AS5,4.0,9.8,6.7,8.4,193.5
1,ACURA,ILX,2.4,AM8,4.0,9.58,6.840000000000001,8.34,194.2
2,ACURA,ILX,2.4,M6,4.0,11.0,7.550000000000001,9.45,217.5
3,ACURA,ILX HYBRID,1.5,CVT,4.0,6.0,5.949999999999999,6.0,138.0
4,ACURA,MDX 4WD,3.5,AS6,6.0,12.7,9.1,11.1,255.0
5,ACURA,MDX HYBRID AWD,3.0,AM7,6.0,9.1,9.0,9.0,210.0
6,ACURA,MDX Hybrid AWD,3.0,AM7,6.0,9.1,9.0,9.0,210.0
7,ACURA,MDX SH-AWD,3.5,AS6,6.0,12.7,9.1,11.1,255.0
8,ACURA,MDX SH-AWD,3.5,AS9,6.0,12.479999999999999,9.059999999999999,10.96,255.6
9,ACURA,MDX SH-AWD A-SPEC,3.5,AS9,6.0,12.2,9.5,11.0,258.0
10,ACURA,MDX SH-AWD ELITE,3.5,AS9,6.0,12.199999999999998,9.033333333333333,10.699999999999998,251.0
11,ACURA,NSX,3.5,AM9,6.0,11.1,10.800000000000002,11.0,261.0
12,ACURA,RDX AWD,2.0,AS10,4.0,11.0,8.6,9.9,232.0
13,ACURA,RDX AWD,3.5,AS6,6.0,12.28,8.680000000000001,10.66,247.4
14,ACURA,RDX AWD A-SPEC,2.0,AS10,4.0,11.3,9.1,10.3,241.5
15,ACURA,RLX,3.5,AS6,6.0,11.9,7.7,10.0,231.66666666666666
16,ACURA,RLX HYBRID,3.5,AM7,6.0,8.15,7.75,7.975,185.75
17,ACURA,RLX Hybrid,3.5,AM7,6.0,8.4,8.2,8.4,196.0
18,ACURA,TL,3.5,AS6,6.0,11.8,8.1,10.1,232.0
19,ACURA,TL AWD,3.7,AS6,6.0,12.8,9.0,11.1,255.0
20,ACURA,TL AWD,3.7,M6,6.0,13.4,9.5,11.6,267.0
21,ACURA,TLX,2.4,AM8,4.0,9.76,6.8,8.459999999999999,198.8
22,ACURA,TLX,3.5,AS9,6.0,11.2,6.9,9.2,212.0
23,ACURA,TLX A-SPEC,2.4,AM8,4.0,10.2,7.400000000000001,8.9,209.0
24,ACURA,TLX SH-AWD,3.5,AS9,6.0,11.299999999999999,7.6000000000000005,9.699999999999998,226.16666666666666
25,ACURA,TLX SH-AWD A-SPEC,3.5,AS9,6.0,12.0,8.2,10.3,240.0
26,ACURA,TLX SH-AWD A-SPEC/Limited Edition,3.5,AS9,6.0,12.0,8.2,10.3,240.0
27,ACURA,TSX,2.4,AS5,4.0,10.6,7.5,9.2,212.0
28,ACURA,TSX,2.4,M6,4.0,11.2,8.1,9.8,225.0
29,ACURA,TSX,3.5,AS5,6.0,12.1,8.3,10.4,239.0
30,ALFA ROMEO,4C,1.8,AM6,4.0,9.7,6.9,8.4,195.0
31,ALFA ROMEO,4C COUPE,1.8,AM6,4.0,9.7,6.9,8.4,197.0
32,ALFA ROMEO,4C Coupe,1.8,AM6,4.0,9.7,6.9,8.4,197.0
33,ALFA ROMEO,4C SPIDER,1.8,AM6,4.0,9.7,6.9,8.4,197.0
34,ALFA ROMEO,4C Spider,1.8,AM6,4.0,9.7,6.9,8.4,197.0
35,ALFA ROMEO,GIULIA,2.0,A8,4.0,10.0,7.2,8.7,205.0
36,ALFA ROMEO,GIULIA AWD,2.0,A8,4.0,10.5,7.7,9.2,217.0
37,ALFA ROMEO,GIULIA QUADRIFOGLIO,2.9,A8,6.0,13.8,9.6,11.9,280.0
38,ALFA ROMEO,Giulia,2.0,A8,4.0,10.0,7.2,8.7,205.0
39,ALFA ROMEO,Giulia AWD,2.0,A8,4.0,10.5,7.7,9.2,217.0
40,ALFA ROMEO,Giulia Quadrifoglio,2.9,A8,6.0,13.65,9.45,11.75,275.5
41,ALFA ROMEO,STELVIO AWD,2.0,A8,4.0,10.8,8.3,9.6,226.0
42,ALFA ROMEO,STELVIO QUADRIFOGLIO,2.9,A8,6.0,14.1,10.4,12.4,292.0
43,ALFA ROMEO,Stelvio,2.0,A8,4.0,10.3,8.1,9.3,218.0
44,ALFA ROMEO,Stelvio AWD,2.0,A8,4.0,10.8,8.3,9.6,226.0
45,ALFA ROMEO,Stelvio AWD Quadrifoglio,2.9,A8,6.0,14.0,10.350000000000001,12.350000000000001,290.0
46,ASTON MARTIN,DB11 AMR,5.2,A8,12.0,15.5,10.6,13.3,312.0
47,ASTON MARTIN,DB11 V12,5.2,A8,12.0,15.5,11.4,13.7,322.0
48,ASTON MARTIN,DB11 V8,4.0,A8,8.0,13.0,9.8,11.5,271.0
49,ASTON MARTIN,DB9,5.9,A6,12.0,18.0,12.6,15.6,359.0
50,ASTON MARTIN,DB9 GT,5.9,A6,12.0,18.0,12.6,15.6,365.0
51,ASTON MARTIN,DBS Superleggera,5.2,A8,12.0,16.4,10.7,13.8,324.0
52,ASTON MARTIN,RAPIDE,5.9,A6,12.0,18.0,12.6,15.6,359.0
53,ASTON MARTIN,RAPIDE S,6.0,A8,12.0,16.75,10.9,14.15,330.5
54,ASTON MARTIN,Rapide AMR,6.0,A8,12.0,16.7,10.9,14.1,332.0
55,ASTON MARTIN,V12 VANTAGE S,6.0,AM7,12.0,19.466666666666665,12.800000000000002,16.466666666666665,385.6666666666667
56,ASTON MARTIN,V12 VANTAGE S,6.0,M7,12.0,23.2,14.4,19.2,450.0
57,ASTON MARTIN,V8 VANTAGE,4.7,AM7,8.0,17.4,11.300000000000002,14.699999999999998,339.6666666666667
58,ASTON MARTIN,V8 VANTAGE,4.7,M6,8.0,18.1,12.266666666666666,15.466666666666667,357.3333333333333
59,ASTON MARTIN,V8 VANTAGE S,4.7,AM7,8.0,17.4,11.300000000000002,14.699999999999998,339.6666666666667
60,ASTON MARTIN,V8 VANTAGE S,4.7,M6,8.0,18.1,12.266666666666666,15.466666666666667,357.3333333333333
61,ASTON MARTIN,VANQUISH,5.9,A6,12.0,18.0,12.6,15.6,359.0
62,ASTON MARTIN,VANQUISH,6.0,A8,12.0,17.55,11.4,14.75,344.25
63,ASTON MARTIN,VANTAGE GT,4.7,AM7,8.0,17.4,11.3,14.7,340.5
64,ASTON MARTIN,VANTAGE GT,4.7,M6,8.0,18.1,12.3,15.5,359.0
65,ASTON MARTIN,Vanquish Zagato,6.0,A8,12.0,17.5,11.4,14.7,346.0
66,ASTON MARTIN,Vantage V8,4.0,A8,8.0,12.899999999999999,9.5,11.35,267.0
67,ASTON MARTIN,Vantage V8,4.0,M7,8.0,16.7,11.2,14.2,333.0
68,AUDI,A3,1.8,AM6,4.0,10.0,7.1,8.7,202.0
69,AUDI,A3,2.0,AM7,4.0,9.024999999999999,6.725,7.9750000000000005,186.5
70,AUDI,A3 CABRIOLET QUATTRO,2.0,AM6,4.0,10.45,7.75,9.2,214.75
71,AUDI,A3 Cabriolet quattro,2.0,AM7,4.0,10.75,7.95,9.5,222.5
72,AUDI,A3 QUATTRO,2.0,AM6,4.0,9.75,7.35,8.649999999999999,202.25
73,AUDI,A3 TDI (modified),2.0,AM6,4.0,7.6,5.5,6.5,177.0
74,AUDI,A3 quattro,2.0,AM7,4.0,10.850000000000001,7.95,9.55,224.5
75,AUDI,A4,2.0,AM7,4.0,8.6,6.65,7.699999999999999,179.5
76,AUDI,A4,2.0,CVT,4.0,9.9,7.533333333333334,8.866666666666667,206.33333333333334
77,AUDI,A4 ALLROAD QUATTRO,2.0,AM7,4.0,10.35,8.100000000000001,9.3,217.0
78,AUDI,A4 ALLROAD QUATTRO,2.0,AS8,4.0,11.2,8.4,9.9,230.0
79,AUDI,A4 QUATTRO,2.0,AM7,4.0,9.9,7.35,8.75,204.0
80,AUDI,A4 QUATTRO,2.0,AS8,4.0,11.166666666666666,7.8999999999999995,9.733333333333334,225.0
81,AUDI,A4 QUATTRO,2.0,M6,4.0,10.36,7.24,8.959999999999999,209.0
82,AUDI,A4 ULTRA,2.0,AM7,4.0,8.6,6.4,7.6,177.0
83,AUDI,A4 allroad quattro,2.0,AM7,4.0,10.35,7.7,9.15,213.5
84,AUDI,A4 quattro,2.0,AM7,4.0,10.0,7.15,8.75,204.5
85,AUDI,A5 CABRIOLET QUATTRO,2.0,AM7,4.0,10.0,7.0,8.7,203.0
86,AUDI,A5 CABRIOLET QUATTRO,2.0,AS8,4.0,11.350000000000001,8.075,9.875,229.0
87,AUDI,A5 Cabriolet quattro,2.0,AM7,4.0,10.0,7.2,8.75,205.0
88,AUDI,A5 QUATTRO,2.0,AM7,4.0,10.0,7.0,8.7,203.0
89,AUDI,A5 QUATTRO,2.0,AS8,4.0,11.125,7.925,9.725000000000001,225.25
90,AUDI,A5 QUATTRO,2.0,M6,4.0,10.459999999999999,7.3,9.040000000000001,210.2
91,AUDI,A5 SPORTBACK QUATTRO,2.0,AM7,4.0,10.0,7.0,8.7,203.0
92,AUDI,A5 Sportback quattro,2.0,AM7,4.0,10.0,7.15,8.75,204.5
93,AUDI,A5 quattro,2.0,AM7,4.0,10.0,7.15,8.75,204.5
94,AUDI,A6 QUATTRO,2.0,AS8,4.0,11.26,7.7,9.66,223.8
95,AUDI,A6 QUATTRO,3.0,AS8,6.0,12.040000000000001,8.3,10.34,241.4
96,AUDI,A6 QUATTRO TDI (modified),3.0,AS8,6.0,9.666666666666666,6.2,8.0,215.66666666666666
97,AUDI,A6 allroad,3.0,AM7,6.0,11.8,9.1,10.6,247.0
98,AUDI,A6 quattro,2.0,AM7,4.0,9.8,7.4,8.7,205.0
99,AUDI,A6 quattro,3.0,AM7,6.0,10.8,8.2,9.649999999999999,225.0
100,AUDI,A7 QUATTRO,3.0,AS8,6.0,12.2,8.26,10.42,244.0
101,AUDI,A7 QUATTRO TDI (modified),3.0,AS8,6.0,9.666666666666666,6.2,8.0,215.66666666666666
102,AUDI,A7 quattro,3.0,AM7,6.0,10.8,8.2,9.649999999999999,225.0
103,AUDI,A8,3.0,AS8,6.0,12.725,8.2,10.675,248.25
104,AUDI,A8,4.0,AS8,8.0,13.65,8.35,11.275,262.5
105,AUDI,A8 QUATTRO,3.0,AS8,6.0,12.6,8.0,10.5,247.0
106,AUDI,A8 QUATTRO,4.0,AS8,8.0,12.9,8.0,10.7,249.0
107,AUDI,A8 QUATTRO TDI (modified),3.0,AS8,6.0,9.8,6.5,8.4,224.0
108,AUDI,A8 TDI (modified),3.0,AS8,6.0,9.8,6.5,8.4,224.0
109,AUDI,A8L,3.0,AS8,6.0,12.925,8.575,11.0,254.75
110,AUDI,A8L,4.0,AS8,8.0,14.3,9.16,12.0,279.8
111,AUDI,A8L,6.3,AS8,12.0,18.25,11.15,15.05,353.5
112,AUDI,A8L QUATTRO,4.0,AS8,8.0,13.1,8.3,10.9,255.0
113,AUDI,A8L QUATTRO,6.3,AS8,12.0,17.8,10.8,14.6,344.0
114,AUDI,A8L TDI (modified),3.0,AS8,6.0,9.8,6.5,8.4,224.0
115,AUDI,ALLROAD QUATTRO,2.0,AS8,4.0,11.8,8.8,10.5,242.0
116,AUDI,Q3,2.0,AS6,4.0,11.875,8.274999999999999,10.25,239.5
117,AUDI,Q3 QUATTRO,2.0,AS6,4.0,11.9,8.4,10.3,239.5
118,AUDI,Q3 quattro,2.0,AS8,4.0,12.3,8.6,10.6,248.0
119,AUDI,Q5,2.0,AM7,4.0,10.8,8.55,9.8,228.0
120,AUDI,Q5,2.0,AS7,4.0,10.4,8.6,9.6,226.0
121,AUDI,Q5,2.0,AS8,4.0,12.0,8.533333333333333,10.433333333333334,241.33333333333334
122,AUDI,Q5,3.0,AS8,6.0,13.1,9.2,11.333333333333334,262.3333333333333
123,AUDI,Q5 HYBRID,2.0,AS8,4.0,9.850000000000001,8.100000000000001,9.05,208.5
124,AUDI,Q5 HYBRID QUATTRO,2.0,AS8,4.0,9.8,7.9,8.9,209.0
125,AUDI,Q5 QUATTRO,2.0,AS8,4.0,12.0,8.5,10.4,244.0
126,AUDI,Q5 QUATTRO,3.0,AS8,6.0,13.2,9.2,11.4,267.0
127,AUDI,Q5 QUATTRO TDI (modified),3.0,AS8,6.0,10.2,7.8,9.0,244.0
128,AUDI,Q5 TDI (modified),3.0,AS8,6.0,10.2,7.8,9.0,244.0
129,AUDI,Q7,2.0,AS8,4.0,12.1,9.533333333333333,10.933333333333332,256.3333333333333
130,AUDI,Q7,3.0,AS8,6.0,13.649999999999999,10.249999999999998,12.083333333333334,281.0
131,AUDI,Q7 TDI (modified),3.0,AS8,6.0,12.4,8.7,10.7,290.0
132,AUDI,Q8,3.0,AS8,6.0,13.9,11.05,12.6,295.0
133,AUDI,R8,4.2,A7,8.0,17.6,11.0,14.6,336.0
134,AUDI,R8,4.2,AM7,8.0,17.3,10.4,14.2,327.0
135,AUDI,R8,4.2,M6,8.0,20.85,12.55,17.15,394.5
136,AUDI,R8,5.2,A7,10.0,18.2,10.6,14.8,347.0
137,AUDI,R8,5.2,AM7,10.0,16.900000000000002,10.433333333333332,14.0,327.0
138,AUDI,R8,5.2,M6,10.0,20.5,12.9,17.1,393.0
139,AUDI,R8 Coupe,5.2,AM7,10.0,17.5,11.7,14.9,347.0
140,AUDI,R8 QUATTRO,5.2,AM7,10.0,17.1,11.3,14.5,338.0
141,AUDI,R8 SPYDER,4.2,A7,8.0,17.6,11.0,14.6,336.0
142,AUDI,R8 SPYDER,4.2,AM7,8.0,17.3,10.4,14.2,327.0
143,AUDI,R8 SPYDER,4.2,M6,8.0,20.85,12.55,17.15,394.5
144,AUDI,R8 SPYDER,5.2,A7,10.0,18.2,10.6,14.8,347.0
145,AUDI,R8 SPYDER,5.2,AM7,10.0,17.26666666666667,11.033333333333331,14.466666666666667,338.3333333333333
146,AUDI,R8 SPYDER,5.2,M6,10.0,20.5,12.9,17.1,393.0
147,AUDI,R8 Spyder,5.2,AM7,10.0,17.5,11.7,14.9,347.0
148,AUDI,RS 3,2.5,AM7,5.0,12.299999999999999,8.366666666666667,10.5,246.0
149,AUDI,RS 5,2.9,AM8,6.0,12.9,8.9,11.1,260.0
150,AUDI,RS 5,4.2,A7,8.0,15.3,10.9,13.3,306.0
151,AUDI,RS 5,4.2,AM7,8.0,14.9,10.1,12.8,294.0
152,AUDI,RS 5 CABRIOLET,4.2,A7,8.0,15.2,11.3,13.4,308.0
153,AUDI,RS 5 CABRIOLET,4.2,AM7,8.0,14.8,10.6,12.9,297.0
154,AUDI,RS 5 Coupe,2.9,AS8,6.0,13.3,8.7,11.3,262.0
155,AUDI,RS 5 Sportback,2.9,AS8,6.0,13.5,9.0,11.5,268.0
156,AUDI,RS 7,4.0,AS8,8.0,16.325,9.275,13.149999999999999,308.25
157,AUDI,RS 7 QUATTRO,4.0,AS8,8.0,16.6,9.4,13.3,313.0
158,AUDI,S3,2.0,AM6,4.0,10.55,8.1,9.45,219.5
159,AUDI,S3,2.0,AM7,4.0,10.666666666666666,8.1,9.533333333333333,222.33333333333334
160,AUDI,S3 QUATTRO,2.0,AM6,4.0,10.1,7.7,9.0,211.0
161,AUDI,S4,3.0,A7,6.0,13.2,9.2,11.4,262.0
162,AUDI,S4,3.0,AM7,6.0,13.0,8.5,11.0,253.0
163,AUDI,S4,3.0,AM8,6.0,11.5,8.0,9.9,232.0
164,AUDI,S4,3.0,AS8,6.0,11.55,8.45,10.15,237.5
165,AUDI,S4,3.0,M6,6.0,14.2,9.4,12.05,277.0
166,AUDI,S4 QUATTRO,3.0,AM7,6.0,13.0,8.5,11.0,257.0
167,AUDI,S4 QUATTRO,3.0,M6,6.0,13.8,9.0,11.7,273.0
168,AUDI,S5,3.0,A7,6.0,13.2,9.2,11.4,262.0
169,AUDI,S5,3.0,AM7,6.0,13.0,8.5,11.0,256.0
170,AUDI,S5,3.0,AM8,6.0,11.5,8.0,9.9,232.0
171,AUDI,S5,3.0,AS8,6.0,11.55,8.45,10.15,237.5
172,AUDI,S5,3.0,M6,6.0,14.066666666666668,9.266666666666667,11.933333333333332,275.6666666666667
173,AUDI,S5 CABRIOLET,3.0,A7,6.0,13.3,9.5,11.6,267.0
174,AUDI,S5 CABRIOLET,3.0,AM7,6.0,13.3,9.1,11.4,264.0
175,AUDI,S5 CABRIOLET,3.0,AM8,6.0,11.9,8.1,10.2,239.0
176,AUDI,S5 CABRIOLET QUATTRO,3.0,AM7,6.0,13.3,9.1,11.4,266.0
177,AUDI,S5 Cabriolet,3.0,AS8,6.0,11.75,8.649999999999999,10.350000000000001,243.0
178,AUDI,S5 QUATTRO,3.0,AM7,6.0,13.0,8.5,11.0,257.0
179,AUDI,S5 QUATTRO,3.0,M6,6.0,13.8,9.0,11.7,273.0
180,AUDI,S5 SPORTBACK,3.0,AM8,6.0,11.5,8.0,9.9,232.0
181,AUDI,S5 Sportback,3.0,AS8,6.0,11.55,8.45,10.15,237.5
182,AUDI,S6,2.9,AS8,6.0,12.9,8.5,10.9,255.0
183,AUDI,S6,4.0,A7,8.0,14.2,9.7,12.2,281.0
184,AUDI,S6,4.0,AM7,8.0,14.1,9.166666666666666,11.933333333333332,276.6666666666667
185,AUDI,S6 QUATTRO,4.0,AM7,8.0,13.3,8.8,11.3,263.0
186,AUDI,S7,2.9,AS8,6.0,12.9,8.5,10.9,255.0
187,AUDI,S7,4.0,A7,8.0,14.2,9.7,12.2,281.0
188,AUDI,S7,4.0,AM7,8.0,14.133333333333333,9.166666666666666,11.966666666666669,277.3333333333333
189,AUDI,S7 QUATTRO,4.0,AM7,8.0,13.4,8.8,11.4,265.0
190,AUDI,S8,4.0,AS8,8.0,16.080000000000002,9.7,13.2,309.0
191,AUDI,S8 QUATTRO,4.0,AS8,8.0,15.7,9.4,12.8,300.0
192,AUDI,SQ5,3.0,AM8,6.0,12.7,10.0,11.5,270.0
193,AUDI,SQ5,3.0,AS8,6.0,13.779999999999998,10.040000000000001,12.079999999999998,280.8
194,AUDI,SQ5 QUATTRO,3.0,AS8,6.0,14.1,9.9,12.2,285.0
195,AUDI,TT COUPE QUATTRO,2.0,A6,4.0,10.4,7.6,9.1,209.0
196,AUDI,TT COUPE QUATTRO,2.0,AM6,4.0,10.175,7.75,9.1,209.0
197,AUDI,TT Coupe quattro,2.0,AM7,4.0,10.3,7.7,9.149999999999999,213.0
198,AUDI,TT ROADSTER QUATTRO,2.0,A6,4.0,10.4,7.6,9.1,209.0
199,AUDI,TT ROADSTER QUATTRO,2.0,AM6,4.0,10.175,7.775,9.125,209.75
200,AUDI,TT RS,2.5,AM7,5.0,12.2,8.2,10.4,243.0
201,AUDI,TT RS Coupe,2.5,AM7,5.0,12.0,8.3,10.3,241.0
202,AUDI,TT Roadster quattro,2.0,AM7,4.0,10.3,7.7,9.149999999999999,213.0
203,AUDI,TTS COUPE,2.0,AM6,4.0,10.3,8.6,9.5,222.0
204,AUDI,TTS COUPE QUATTRO,2.0,A6,4.0,11.5,8.8,10.3,237.0
205,AUDI,TTS COUPE QUATTRO,2.0,AM6,4.0,10.766666666666666,8.533333333333333,9.733333333333333,226.33333333333334
206,AUDI,TTS Coupe,2.0,AM7,4.0,10.4,8.2,9.4,220.0
207,AUDI,TTS ROADSTER QUATTRO,2.0,A6,4.0,11.5,8.8,10.3,237.0
208,AUDI,TTS ROADSTER QUATTRO,2.0,AM6,4.0,11.7,8.5,10.2,235.0
209,BENTLEY,BENTAYGA,6.0,AS8,12.0,18.8,12.2,15.9,370.0
210,BENTLEY,Bentayga,4.0,AS8,8.0,16.4,10.1,13.6,315.0
211,BENTLEY,Bentayga,6.0,AS8,12.0,20.0,13.8,17.2,401.0
212,BENTLEY,CONTINENTAL GT,4.0,AS8,8.0,16.150000000000002,9.5,13.175,308.75
213,BENTLEY,CONTINENTAL GT,6.0,AS8,12.0,18.875,11.274999999999999,15.424999999999999,357.5
214,BENTLEY,CONTINENTAL GT CONVERTIBLE,4.0,AS8,8.0,17.7,10.3,14.4,337.0
215,BENTLEY,CONTINENTAL GT CONVERTIBLE,6.0,AS8,12.0,19.8,11.774999999999999,16.15,376.75
216,BENTLEY,CONTINENTAL GT SPEED CONVERTIBLE,6.0,AS8,12.0,20.0,12.2,16.5,380.0
217,BENTLEY,CONTINENTAL GT3-R,4.0,AS8,8.0,17.6,10.1,14.2,327.0
218,BENTLEY,CONTINENTAL GTC,4.0,AS8,8.0,17.4,10.2,14.2,332.0
219,BENTLEY,CONTINENTAL GTC,6.0,AS8,12.0,20.0,12.2,16.5,380.0
220,BENTLEY,CONTINENTAL SUPERSPORTS,6.0,AS8,12.0,20.4,12.0,16.6,389.0
221,BENTLEY,Continental GT,4.0,AM8,8.0,15.1,9.1,12.4,291.0
222,BENTLEY,Continental GT,6.0,AM8,12.0,19.0,11.6,15.7,364.0
223,BENTLEY,Continental GT Convertible,4.0,AM8,8.0,15.1,9.1,12.4,291.0
224,BENTLEY,Continental GT Convertible,6.0,AM8,12.0,19.2,12.2,16.0,373.0
225,BENTLEY,FLYING SPUR,4.0,AS8,8.0,17.8,10.149999999999999,14.325000000000001,335.5
226,BENTLEY,FLYING SPUR,6.0,AS8,12.0,20.18,11.88,16.419999999999998,385.6
227,BENTLEY,Flying Spur,6.0,AM8,12.0,19.2,12.2,16.0,373.0
228,BENTLEY,MULSANNE,6.8,AS8,8.0,21.559999999999995,13.420000000000002,17.9,415.2
229,BENTLEY,MULSANNE EWB,6.8,AS8,8.0,22.2,13.6,18.3,430.0
230,BENTLEY,Mulsanne,6.8,AS8,8.0,24.5,14.4,20.0,465.0
231,BMW,228i,2.0,AS8,4.0,9.9,6.5,8.4,197.0
232,BMW,228i,2.0,M6,4.0,10.7,7.0,9.0,211.0
233,BMW,228i CABRIOLET,2.0,AS8,4.0,10.4,7.1,8.9,205.0
234,BMW,228i COUPE,2.0,AS8,4.0,10.0,6.5,8.4,193.0
235,BMW,228i COUPE,2.0,M6,4.0,10.7,6.9,9.0,207.0
236,BMW,228i xDRIVE,2.0,AS8,4.0,10.4,6.8,8.8,207.0
237,BMW,228i xDRIVE CABRIOLET,2.0,AS8,4.0,10.55,7.050000000000001,9.0,209.0
238,BMW,228i xDRIVE COUPE,2.0,AS8,4.0,10.3,6.7,8.7,200.0
239,BMW,230i CABRIOLET,2.0,AS8,4.0,10.0,7.2,8.7,207.0
240,BMW,230i COUPE,2.0,AS8,4.0,9.8,6.8,8.4,197.0
241,BMW,230i COUPE,2.0,M6,4.0,11.1,7.3,9.4,219.0
242,BMW,230i Cabriolet,2.0,AS8,4.0,10.1,7.0,8.7,204.0
243,BMW,230i Coupe,2.0,AS8,4.0,9.5,7.4,8.5,200.0
244,BMW,230i xDRIVE CABRIOLET,2.0,AS8,4.0,10.35,7.300000000000001,9.0,210.5
245,BMW,230i xDRIVE COUPE,2.0,AS8,4.0,10.05,7.25,8.8,206.0
246,BMW,230i xDrive Cabriolet,2.0,AS8,4.0,10.55,7.35,9.100000000000001,213.0
247,BMW,230i xDrive Coupe,2.0,AS8,4.0,10.4,7.3,9.0,210.5
248,BMW,320i,2.0,A8,4.0,10.0,6.5,8.4,193.0
249,BMW,320i,2.0,AS8,4.0,9.95,6.5,8.4,198.5
250,BMW,320i,2.0,M6,4.0,10.433333333333334,6.8,8.766666666666666,204.33333333333334
251,BMW,320i SEDAN,2.0,AS8,4.0,10.0,6.5,8.4,193.0
252,BMW,320i SEDAN,2.0,M6,4.0,10.7,6.9,9.0,207.0
253,BMW,320i xDRIVE,2.0,A8,4.0,10.2,7.0,8.8,202.0
254,BMW,320i xDRIVE,2.0,AS8,4.0,10.350000000000001,6.85,8.8,206.5
255,BMW,320i xDRIVE SEDAN,2.0,AS8,4.0,10.3,6.7,8.7,200.0
256,BMW,328d xDRIVE,2.0,A8,4.0,7.6,5.5,6.7,181.0
257,BMW,328d xDRIVE,2.0,AS8,4.0,7.800000000000001,5.833333333333333,6.933333333333334,185.33333333333334
258,BMW,328d xDRIVE SEDAN,2.0,AS8,4.0,7.6,5.5,6.7,181.0
259,BMW,328d xDRIVE TOURING,2.0,A8,4.0,7.6,5.5,6.7,181.0
260,BMW,328d xDRIVE TOURING,2.0,AS8,4.0,7.750000000000001,5.75,6.875,184.25
261,BMW,328i,2.0,A8,4.0,10.0,6.5,8.4,193.0
262,BMW,328i,2.0,M6,4.0,10.4,6.7,8.7,200.0
263,BMW,328i SEDAN,2.0,AS8,4.0,10.0,6.5,8.4,193.0
264,BMW,328i SEDAN,2.0,M6,4.0,10.7,6.9,9.0,207.0
265,BMW,328i xDRIVE,2.0,A8,4.0,10.6,7.2,9.1,209.0
266,BMW,328i xDRIVE,2.0,AS8,4.0,10.5,6.9,8.9,209.0
267,BMW,328i xDRIVE GRAN TURISMO,2.0,A8,4.0,10.6,7.2,9.1,209.0
268,BMW,328i xDRIVE GRAN TURISMO,2.0,AS8,4.0,10.55,7.050000000000001,9.0,209.0
269,BMW,328i xDRIVE SEDAN,2.0,AS8,4.0,10.6,7.2,9.1,209.0
270,BMW,328i xDRIVE TOURING,2.0,A8,4.0,10.6,7.2,9.1,209.0
271,BMW,328i xDRIVE TOURING,2.0,AS8,4.0,10.55,7.050000000000001,9.0,209.0
272,BMW,330i xDRIVE,2.0,AS8,4.0,10.35,7.300000000000001,9.0,210.5
273,BMW,330i xDRIVE GRAN TURISMO,2.0,AS8,4.0,10.35,7.300000000000001,9.0,210.5
274,BMW,330i xDRIVE TOURING,2.0,AS8,4.0,10.35,7.300000000000001,9.0,210.5
275,BMW,330i xDrive,2.0,AS8,4.0,9.5,6.9,8.3,194.0
276,BMW,330i xDrive Gran Turismo,2.0,AS8,4.0,10.2,7.2,8.8,207.0
277,BMW,330i xDrive Sedan,2.0,AS8,4.0,9.5,6.9,8.3,195.0
278,BMW,330i xDrive Touring,2.0,AS8,4.0,10.2,7.2,8.8,207.0
279,BMW,335i,3.0,A8,6.0,11.4,7.3,9.6,221.0
280,BMW,335i,3.0,M6,6.0,11.8,7.9,10.0,230.0
281,BMW,335i SEDAN,3.0,AS8,6.0,11.4,7.4,9.6,221.0
282,BMW,335i SEDAN,3.0,M6,6.0,11.5,7.8,9.8,225.0
283,BMW,335i xDRIVE,3.0,A8,6.0,11.7,7.8,9.9,228.0
284,BMW,335i xDRIVE,3.0,M6,6.0,11.9,8.3,10.3,237.0
285,BMW,335i xDRIVE GRAN TURISMO,3.0,A8,6.0,11.9,8.0,10.1,232.0
286,BMW,335i xDRIVE GRAN TURISMO,3.0,AS8,6.0,11.95,7.85,10.1,234.0
287,BMW,335i xDRIVE SEDAN,3.0,AS8,6.0,11.9,7.8,10.0,230.0
288,BMW,335i xDRIVE SEDAN,3.0,M6,6.0,12.0,8.3,10.3,237.0
289,BMW,340i,3.0,AS8,6.0,10.4,7.066666666666666,8.9,208.0
290,BMW,340i,3.0,M6,6.0,11.966666666666667,8.033333333333333,10.200000000000001,237.66666666666666
291,BMW,340i xDRIVE,3.0,AS8,6.0,11.133333333333333,7.533333333333334,9.533333333333333,222.33333333333334
292,BMW,340i xDRIVE,3.0,M6,6.0,12.1,8.4,10.433333333333334,244.0
293,BMW,340i xDRIVE GRAN TURISMO,3.0,AS8,6.0,11.850000000000001,8.0,10.1,236.5
294,BMW,428i CABRIOLET,2.0,AS8,4.0,10.600000000000001,6.9,8.9,208.0
295,BMW,428i COUPE,2.0,A8,4.0,10.0,6.5,8.4,193.0
296,BMW,428i COUPE,2.0,AS8,4.0,9.95,6.5,8.4,195.0
297,BMW,428i COUPE,2.0,M6,4.0,10.6,6.866666666666667,8.9,206.0
298,BMW,428i GRAN COUPE,2.0,AS8,4.0,10.600000000000001,6.9,8.9,208.0
299,BMW,428i GRAN COUPE,2.0,M6,4.0,10.9,6.8,9.0,208.5
300,BMW,428i xDRIVE CABRIOLET,2.0,AS8,4.0,11.25,7.3,9.5,221.0
