,make,model,engine_size,transmission,cylinders,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,emissions
1711,JAGUAR,F-TYPE V8 S CONVERTIBLE,5.0,AS8,8.0,15.0,10.2,12.8,294.0
1712,JAGUAR,XE 20d AWD,2.0,AS8,4.0,7.8,5.8,6.900000000000001,186.0
1713,JAGUAR,XE 25t AWD,2.0,AS8,4.0,9.8,6.9,8.5,200.0
1714,JAGUAR,XE 35t AWD,3.0,AS8,6.0,11.800000000000002,8.2,10.2,238.0
1715,JAGUAR,XE P250 AWD,2.0,AS8,4.0,9.8,6.9,8.5,200.0
1716,JAGUAR,XE P300 AWD,2.0,AS8,4.0,10.7,7.7,9.4,220.0
1717,JAGUAR,XF,2.0,AS8,4.0,12.3,8.2,10.5,242.0
1718,JAGUAR,XF 20d AWD,2.0,AS8,4.0,7.8,5.8,6.900000000000001,186.0
1719,JAGUAR,XF 25t AWD,2.0,AS8,4.0,10.1,7.2,8.8,207.0
1720,JAGUAR,XF 3.0L AWD,3.0,AS8,6.0,14.7,9.1,12.2,281.0
1721,JAGUAR,XF 30t AWD,2.0,AS8,4.0,10.6,7.6,9.2,217.0
1722,JAGUAR,XF 35t AWD,3.0,AS8,6.0,12.0,8.4,10.4,243.0
1723,JAGUAR,XF AWD,3.0,AS8,6.0,13.9,8.8,11.6,267.0
1724,JAGUAR,XF AWD ,3.0,AS8,6.0,11.9,8.3,10.3,241.0
1725,JAGUAR,XF S AWD,3.0,AS8,6.0,12.0,8.4,10.4,243.0
1726,JAGUAR,XFR,5.0,AS8,8.0,18.5,12.200000000000001,15.675,297.5
1727,JAGUAR,XFR-S,5.0,AS8,8.0,15.7,10.3,13.25,305.0
1728,JAGUAR,XJ AWD,3.0,AS8,6.0,14.6,9.6,12.4,285.0
1729,JAGUAR,XJ R-SPORT 3.0 AWD,3.0,AS8,6.0,14.0,8.95,11.75,275.5
1730,JAGUAR,XJ R-SPORT AWD,3.0,AS8,6.0,14.0,9.0,11.8,276.0
1731,JAGUAR,XJ R-Sport AWD,3.0,AS8,6.0,14.0,9.0,11.8,276.0
1732,JAGUAR,XJ SUPERCHARGED,5.0,AS8,8.0,18.200000000000003,11.9,15.4,293.0
1733,JAGUAR,XJL 3.0 AWD PORTFOLIO,3.0,AS8,6.0,14.1,9.3,11.9,279.0
1734,JAGUAR,XJL AWD PORTFOLIO,3.0,AS8,6.0,14.7,9.6,12.45,286.5
1735,JAGUAR,XJL PORTFOLIO 3.0 AWD,3.0,AS8,6.0,14.0,9.4,11.9,280.0
1736,JAGUAR,XJL PORTFOLIO AWD,3.0,AS8,6.0,14.0,9.4,11.9,280.0
1737,JAGUAR,XJL Portfolio AWD,3.0,AS8,6.0,14.0,9.4,11.9,280.0
1738,JAGUAR,XJL SUPERCHARGED,5.0,AS8,8.0,18.200000000000003,11.9,15.4,293.0
1739,JAGUAR,XJR,5.0,AS8,8.0,15.8,10.225,13.3,309.5
1740,JAGUAR,XJR  LWB,5.0,AS8,8.0,15.8,10.3,13.3,313.0
1741,JAGUAR,XJR LWB,5.0,AS8,8.0,15.8,10.24,13.3,310.2
1742,JAGUAR,XK CONVERTIBLE,5.0,AS6,8.0,15.1,10.6,13.1,301.0
1743,JAGUAR,XK COUPE,5.0,AS6,8.0,14.8,9.9,12.6,290.0
1744,JAGUAR,XKR CONVERTIBLE,5.0,AS6,8.0,15.9,10.9,13.649999999999999,314.0
1745,JAGUAR,XKR COUPE,5.0,AS6,8.0,15.6,10.9,13.45,309.0
1746,JAGUAR,XKR-S CONVERTIBLE,5.0,AS6,8.0,15.9,10.9,13.649999999999999,314.0
1747,JAGUAR,XKR-S COUPE,5.0,AS6,8.0,15.6,10.9,13.45,309.0
1748,JEEP,CHEROKEE,2.4,A9,4.0,10.925,7.7250000000000005,9.525,221.0
1749,JEEP,CHEROKEE,3.2,A9,6.0,11.58,8.219999999999999,10.059999999999999,234.2
1750,JEEP,CHEROKEE 4X4,2.4,A9,4.0,11.300000000000002,8.3,10.0,231.0
1751,JEEP,CHEROKEE 4X4,3.2,A9,6.0,11.9,8.6,10.4,241.0
1752,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,2.4,A9,4.0,11.3,8.4,10.0,235.0
1753,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,3.2,A9,6.0,11.6,8.6,10.3,241.0
1754,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,2.4,A9,4.0,13.8,9.850000000000001,12.0,233.0
1755,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,2.4,A9,4.0,11.4,8.64,10.14,236.2
1756,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,3.2,A9,6.0,12.64,8.98,11.0,255.6
1757,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,2.4,A9,4.0,12.1,9.4,10.9,256.0
1758,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,3.2,A9,6.0,12.9,9.9,11.6,269.0
1759,JEEP,CHEROKEE 4X4 FFV,2.4,A9,4.0,13.6,9.65,11.850000000000001,227.0
1760,JEEP,CHEROKEE FFV,2.4,A9,4.0,13.116666666666667,9.016666666666666,11.283333333333333,217.16666666666666
1761,JEEP,CHEROKEE TRAILHAWK 4X4,2.4,A9,4.0,12.1,9.4,10.9,252.33333333333334
1762,JEEP,CHEROKEE TRAILHAWK 4X4,3.2,A9,6.0,12.6,9.166666666666666,11.066666666666668,256.0
1763,JEEP,COMPASS,2.0,A6,4.0,11.1,8.3,9.8,225.0
1764,JEEP,COMPASS,2.0,CVT,4.0,10.75,8.875,9.95,231.25
1765,JEEP,COMPASS,2.0,M5,4.0,10.25,7.824999999999999,9.2,212.75
1766,JEEP,COMPASS,2.4,A6,4.0,11.08,8.360000000000001,9.84,229.2
1767,JEEP,COMPASS,2.4,M5,4.0,10.225,8.25,9.325000000000001,216.75
1768,JEEP,COMPASS,2.4,M6,4.0,10.4,7.3,9.0,211.0
1769,JEEP,COMPASS 4X4,2.4,A6,4.0,11.55,8.925,10.375,241.75
1770,JEEP,COMPASS 4X4,2.4,A9,4.0,10.8,7.8,9.5,222.0
1771,JEEP,COMPASS 4X4,2.4,CVT,4.0,11.7,10.3,11.1,259.0
1772,JEEP,COMPASS 4X4,2.4,M5,4.0,10.525,8.575,9.65,224.25
1773,JEEP,COMPASS 4X4,2.4,M6,4.0,10.8,7.6,9.4,221.0
1774,JEEP,COMPASS 4X4 TRAIL RATED,2.4,CVT,4.0,11.699999999999998,10.3,11.1,256.3333333333333
1775,JEEP,Cherokee,2.0,A9,4.0,10.4,7.6,9.1,214.0
1776,JEEP,Cherokee,2.4,A9,4.0,10.8,7.6,9.3,219.0
1777,JEEP,Cherokee,3.2,A9,6.0,11.9,8.2,10.2,240.0
1778,JEEP,Cherokee 4X4 Active Drive I,2.0,A9,4.0,11.2,8.0,9.8,229.0
1779,JEEP,Cherokee 4X4 Active Drive I,2.4,A9,4.0,11.2,8.0,9.8,230.0
1780,JEEP,Cherokee 4X4 Active Drive I,3.2,A9,6.0,12.2,8.6,10.6,249.0
1781,JEEP,Cherokee 4X4 Active Drive II,2.0,A9,4.0,11.5,8.6,10.2,240.0
1782,JEEP,Cherokee 4X4 Active Drive II,3.2,A9,6.0,12.8,9.0,11.1,259.0
1783,JEEP,Cherokee 4X4 Active Drive Lock,2.0,A9,4.0,11.8,9.2,10.6,249.0
1784,JEEP,Cherokee 4X4 Active Drive Lock,3.2,A9,6.0,12.9,9.9,11.6,269.0
1785,JEEP,Compass,2.4,A6,4.0,10.6,7.6,9.3,218.0
1786,JEEP,Compass,2.4,M6,4.0,10.4,7.3,9.0,211.0
1787,JEEP,Compass 4X4,2.4,A9,4.0,10.8,7.8,9.5,222.0
1788,JEEP,Compass 4X4,2.4,M6,4.0,10.8,7.6,9.4,221.0
1789,JEEP,GRAND CHEROKEE 4X4,3.0,A8,6.0,11.2,8.5,10.0,268.0
1790,JEEP,GRAND CHEROKEE 4X4,3.6,A8,6.0,12.733333333333334,9.566666666666668,11.300000000000002,265.0
1791,JEEP,GRAND CHEROKEE 4X4,5.7,A8,8.0,16.65,10.8,14.05,329.5
1792,JEEP,GRAND CHEROKEE 4X4 (MDS),5.7,A8,8.0,17.099999999999998,11.299999999999999,14.5,335.6666666666667
1793,JEEP,GRAND CHEROKEE 4X4 DIESEL,3.0,A8,6.0,11.199999999999998,8.4,9.9,267.0
1794,JEEP,GRAND CHEROKEE 4X4 FFV,3.6,A8,6.0,15.8,11.4,13.85,264.0
1795,JEEP,GRAND CHEROKEE 4X4 SRT,6.4,A8,8.0,18.3,12.6,15.7,368.0
1796,JEEP,GRAND CHEROKEE 4X4 TRACKHAWK,6.2,A8,8.0,20.9,13.8,17.7,413.0
1797,JEEP,GRAND CHEROKEE SRT 4X4 (MDS),6.4,A8,8.0,18.5,12.6,15.800000000000002,365.3333333333333
1798,JEEP,GRAND CHEROKEE SRT8,6.4,A8,8.0,18.3,12.6,15.7,368.0
1799,JEEP,Gladiator 4X4,3.6,A8,6.0,13.7,10.7,12.3,290.0
1800,JEEP,Gladiator 4X4,3.6,M6,6.0,14.3,10.4,12.6,296.0
1801,JEEP,Grand Cherokee 4X4,3.6,A8,6.0,12.7,9.6,11.3,265.0
1802,JEEP,Grand Cherokee 4X4,5.7,A8,8.0,16.7,10.9,14.1,331.0
1803,JEEP,Grand Cherokee 4X4 EcoDiesel,3.0,A8,6.0,11.2,8.5,10.0,268.0
1804,JEEP,Grand Cherokee 4X4 SRT,6.4,A8,8.0,18.3,12.6,15.7,368.0
1805,JEEP,Grand Cherokee 4X4 Trackhawk,6.2,A8,8.0,20.9,13.8,17.7,413.0
1806,JEEP,NEW COMPASS,2.4,A6,4.0,10.6,7.6,9.3,218.0
1807,JEEP,NEW COMPASS,2.4,M6,4.0,10.4,7.3,9.0,211.0
1808,JEEP,NEW COMPASS 4X4,2.4,A9,4.0,10.8,7.8,9.5,222.0
1809,JEEP,NEW COMPASS 4X4,2.4,M6,4.0,10.8,7.6,9.4,221.0
1810,JEEP,NEW WRANGLER 4X4,2.0,A8,4.0,10.5,9.4,10.0,233.0
1811,JEEP,NEW WRANGLER 4X4,3.6,A8,6.0,12.8,10.4,11.8,274.0
1812,JEEP,NEW WRANGLER 4X4,3.6,M6,6.0,13.7,9.6,11.8,277.0
1813,JEEP,NEW WRANGLER UNLIMITED 4X4,2.0,A8,4.0,10.9,10.0,10.5,245.0
1814,JEEP,NEW WRANGLER UNLIMITED 4X4,3.6,A8,6.0,12.9,10.2,11.7,275.0
1815,JEEP,NEW WRANGLER UNLIMITED 4X4,3.6,M6,6.0,13.8,10.1,12.2,285.0
1816,JEEP,PATRIOT,2.0,A6,4.0,11.1,8.3,9.8,225.0
1817,JEEP,PATRIOT,2.0,CVT,4.0,10.75,8.875,9.95,231.25
1818,JEEP,PATRIOT,2.0,M5,4.0,10.25,7.824999999999999,9.2,212.75
1819,JEEP,PATRIOT,2.4,A6,4.0,11.2,8.55,9.975,232.0
1820,JEEP,PATRIOT,2.4,M5,4.0,10.225,8.25,9.325000000000001,216.75
1821,JEEP,PATRIOT 4X4,2.4,A6,4.0,11.55,8.925,10.375,241.75
1822,JEEP,PATRIOT 4X4,2.4,CVT,4.0,11.7,10.3,11.1,259.0
1823,JEEP,PATRIOT 4X4,2.4,M5,4.0,10.525,8.575,9.65,224.25
1824,JEEP,PATRIOT 4X4 TRAIL RATED,2.4,CVT,4.0,11.699999999999998,10.3,11.1,256.3333333333333
1825,JEEP,RENEGADE,1.4,M6,4.0,9.9,7.6,8.85,206.75
1826,JEEP,RENEGADE,2.4,A9,4.0,10.8,7.8,9.5,222.0
1827,JEEP,RENEGADE 4X4,1.4,M6,4.0,9.9,7.6,8.85,206.75
1828,JEEP,RENEGADE 4X4,2.4,A9,4.0,11.2,8.1,9.8,228.5
1829,JEEP,RENEGADE FFV,2.4,A9,4.0,12.55,8.9,10.9,211.0
1830,JEEP,Renegade,1.3,A9,4.0,9.8,7.4,8.7,204.0
1831,JEEP,Renegade,2.4,A9,4.0,10.8,7.8,9.5,222.0
1832,JEEP,Renegade 4X4,1.3,A9,4.0,10.1,8.1,9.2,216.0
1833,JEEP,Renegade 4X4,2.4,A9,4.0,11.2,8.2,9.8,230.0
1834,JEEP,Renegade 4X4 Trailhawk,1.3,A9,4.0,10.8,8.7,9.9,230.0
1835,JEEP,WRANGLER 4X4,3.6,A5,6.0,14.1,11.1,12.800000000000002,297.3333333333333
1836,JEEP,WRANGLER 4X4,3.6,M6,6.0,14.199999999999998,11.0,12.800000000000002,297.0
1837,JEEP,WRANGLER 4X4 (2-DOOR),3.6,A5,6.0,14.1,11.1,12.8,294.0
1838,JEEP,WRANGLER 4X4 (2-DOOR),3.6,M6,6.0,14.2,11.0,12.8,294.0
1839,JEEP,WRANGLER JK 4X4,3.6,A5,6.0,14.1,11.1,12.8,299.0
1840,JEEP,WRANGLER JK 4X4,3.6,M6,6.0,14.2,11.0,12.8,298.0
1841,JEEP,WRANGLER JK UNLIMITED 4X4,3.6,A5,6.0,14.7,11.7,13.4,313.0
1842,JEEP,WRANGLER JK UNLIMITED 4X4,3.6,M6,6.0,15.0,11.4,13.3,312.0
1843,JEEP,WRANGLER UNLIMITED 4X4,3.6,A5,6.0,14.766666666666666,11.699999999999998,13.4,311.6666666666667
1844,JEEP,WRANGLER UNLIMITED 4X4,3.6,M6,6.0,15.0,11.4,13.366666666666667,310.6666666666667
1845,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),3.6,A5,6.0,14.8,11.7,13.4,308.0
1846,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),3.6,M6,6.0,15.0,11.4,13.4,308.0
1847,JEEP,Wrangler 4X4,2.0,A8,4.0,10.7,9.8,10.3,241.0
1848,JEEP,Wrangler 4X4,3.6,A8,6.0,12.8,10.4,11.8,274.0
1849,JEEP,Wrangler 4X4,3.6,M6,6.0,13.7,9.6,11.8,277.0
1850,JEEP,Wrangler 4X4 eTorque,3.6,A8,6.0,12.0,9.8,11.0,259.0
1851,JEEP,Wrangler JL 4X4,2.0,A8,4.0,10.5,9.4,10.0,233.0
1852,JEEP,Wrangler JL 4X4,3.6,A8,6.0,12.8,10.4,11.8,274.0
1853,JEEP,Wrangler JL 4X4,3.6,M6,6.0,13.7,9.6,11.8,277.0
1854,JEEP,Wrangler JL Unlimited 4X4,2.0,A8,4.0,10.9,10.0,10.5,245.0
1855,JEEP,Wrangler JL Unlimited 4X4,3.6,A8,6.0,12.9,10.2,11.7,275.0
1856,JEEP,Wrangler JL Unlimited 4X4,3.6,M6,6.0,13.8,10.1,12.2,285.0
1857,JEEP,Wrangler Unlimited 4X4,2.0,A8,4.0,11.5,10.9,11.2,263.0
1858,JEEP,Wrangler Unlimited 4X4,3.6,A8,6.0,12.9,10.7,11.9,280.0
1859,JEEP,Wrangler Unlimited 4X4,3.6,M6,6.0,13.8,10.1,12.2,285.0
1860,JEEP,Wrangler Unlimited 4X4 EcoDiesel,3.0,A8,6.0,10.6,8.1,9.5,255.0
1861,JEEP,Wrangler Unlimited 4X4 eTorque,2.0,A8,4.0,11.3,10.5,10.9,257.0
1862,JEEP,Wrangler Unlimited 4X4 eTorque,3.6,A8,6.0,12.6,10.7,11.8,276.0
1863,KIA,CADENZA,3.3,A6,6.0,12.7,8.8,10.9,251.0
1864,KIA,CADENZA,3.3,AS6,6.0,12.7,8.4,10.7,248.5
1865,KIA,CADENZA,3.3,AS8,6.0,11.5,8.5,10.2,237.0
1866,KIA,Cadenza,3.3,AS8,6.0,11.6,8.5,10.2,238.0
1867,KIA,FORTE,1.8,A6,4.0,9.6,6.6,8.3,191.0
1868,KIA,FORTE,1.8,AS6,4.0,8.850000000000001,6.1,7.6,177.0
1869,KIA,FORTE,1.8,M6,4.0,9.3,6.333333333333333,7.933333333333334,184.0
1870,KIA,FORTE,2.0,A6,4.0,9.8,6.6,8.4,193.0
1871,KIA,FORTE,2.0,AS6,4.0,9.7,6.7,8.3,193.5
1872,KIA,FORTE,2.0,M6,4.0,9.620000000000001,6.840000000000001,8.4,195.4
1873,KIA,FORTE (GDI),2.0,AS6,4.0,9.4,7.0,8.3,198.0
1874,KIA,FORTE (MPI),2.0,AS6,4.0,7.95,6.199999999999999,7.15,169.0
1875,KIA,FORTE 5,1.6,A6,4.0,11.1,8.0,9.7,223.0
1876,KIA,FORTE 5,1.6,AM7,4.0,9.4,7.9,8.7,207.0
1877,KIA,FORTE 5,1.6,AS6,4.0,11.1,8.0,9.7,225.5
1878,KIA,FORTE 5,1.6,M6,4.0,11.1,8.2,9.8,225.66666666666666
1879,KIA,FORTE 5,2.0,A6,4.0,9.7,6.8,8.4,193.0
1880,KIA,FORTE 5,2.0,AS6,4.0,9.525,7.1,8.4,197.25
1881,KIA,FORTE 5,2.0,M6,4.0,9.76,7.08,8.540000000000001,198.8
1882,KIA,FORTE KOUP,1.6,A6,4.0,10.6,7.9,9.4,216.0
1883,KIA,FORTE KOUP,1.6,AM7,4.0,9.6,7.4,8.6,204.0
1884,KIA,FORTE KOUP,1.6,AS6,4.0,10.6,7.8,9.4,217.0
1885,KIA,FORTE KOUP,1.6,M6,4.0,10.625000000000002,8.075,9.5,220.0
1886,KIA,FORTE KOUP,2.0,A6,4.0,9.6,7.0,8.4,193.0
1887,KIA,FORTE KOUP,2.0,AS6,4.0,9.666666666666666,7.166666666666667,8.6,200.33333333333334
1888,KIA,FORTE KOUP,2.0,M6,4.0,9.925,7.4,8.75,203.75
1889,KIA,Forte,1.6,AM7,4.0,8.7,6.6,7.8,184.0
1890,KIA,Forte,2.0,CVT,4.0,7.800000000000001,5.9,6.95,164.5
1891,KIA,Forte,2.0,M6,4.0,8.6,6.4,7.6,180.0
1892,KIA,Forte 5,1.6,AM7,4.0,8.9,6.9,8.0,190.0
1893,KIA,Forte 5,2.0,CVT,4.0,8.0,6.0,7.1,169.0
1894,KIA,K900,3.8,AS8,6.0,13.7,9.175,11.675,274.0
1895,KIA,K900,5.0,AS8,8.0,15.625,10.525,13.325,314.5
1896,KIA,NIRO,1.6,AM6,4.0,4.6,5.1,4.8,114.0
1897,KIA,NIRO FE,1.6,AM6,4.0,4.5,4.8,4.7,110.0
1898,KIA,NIRO TOURING,1.6,AM6,4.0,5.1,5.8,5.4,129.0
1899,KIA,Niro,1.6,AM6,4.0,4.6,5.1,4.8,114.0
1900,KIA,Niro FE,1.6,AM6,4.0,4.5,4.8,4.7,110.0
1901,KIA,Niro Touring,1.6,AM6,4.0,5.1,5.8,5.4,129.0
1902,KIA,OPTIMA,1.6,AM7,4.0,8.4,6.1,7.4,175.0
1903,KIA,OPTIMA,2.0,A6,4.0,11.7,7.6,9.9,228.0
1904,KIA,OPTIMA,2.0,AS6,4.0,11.166666666666666,7.566666666666667,9.533333333333333,224.66666666666666
1905,KIA,OPTIMA,2.4,A6,4.0,10.2,6.8,8.7,200.0
1906,KIA,OPTIMA,2.4,AS6,4.0,9.700000000000001,6.75,8.399999999999999,197.25
1907,KIA,OPTIMA FE,2.4,AS6,4.0,9.3,6.6,8.0,190.0
1908,KIA,OPTIMA HYBRID,2.0,AM6,4.0,6.0,5.1,5.6,132.0
1909,KIA,OPTIMA HYBRID,2.0,AS6,4.0,6.0,5.1,5.6,132.0
1910,KIA,OPTIMA HYBRID,2.4,AM6,4.0,6.6,5.9,6.3,147.0
1911,KIA,OPTIMA HYBRID,2.4,AS6,4.0,6.55,5.9,6.25,144.0
1912,KIA,OPTIMA HYBRID EX,2.4,AM6,4.0,6.7,6.1,6.4,150.0
1913,KIA,OPTIMA HYBRID EX,2.4,AS6,4.0,6.7,6.05,6.4,147.0
1914,KIA,OPTIMA TURBO,2.0,AS6,4.0,10.9,7.6,9.4,224.0
1915,KIA,Optima,2.0,AS6,4.0,11.2,7.9,9.7,230.0
1916,KIA,Optima,2.4,AS6,4.0,9.5,7.1,8.4,199.0
1917,KIA,Optima Hybrid,2.0,AM6,4.0,6.0,5.2,5.65,132.5
1918,KIA,RIO,1.6,A6,4.0,8.7,6.3,7.6,175.0
1919,KIA,RIO,1.6,AS6,4.0,8.7,6.375,7.675,178.25
1920,KIA,RIO,1.6,M6,4.0,8.66,6.44,7.6800000000000015,177.8
1921,KIA,RIO ECO,1.6,A6,4.0,8.5,6.4,7.6,175.0
1922,KIA,RIO ECO,1.6,AS6,4.0,8.5,6.3,7.6,175.0
1923,KIA,RONDO,2.0,A6,4.0,10.5,7.5,9.2,212.0
1924,KIA,RONDO,2.0,AS6,4.0,10.200000000000001,7.599999999999999,9.066666666666668,212.66666666666666
1925,KIA,RONDO,2.0,M6,4.0,10.666666666666666,7.533333333333334,9.3,216.0
1926,KIA,Rio,1.6,AS6,4.0,8.5,6.4,7.5,177.0
1927,KIA,Rio,1.6,CVT,4.0,7.2,5.9,6.6,151.0
1928,KIA,Rio,1.6,M6,4.0,8.05,6.2,7.25,171.0
1929,KIA,SEDONA,3.3,AS6,6.0,13.2,9.7,11.6,273.0
1930,KIA,SEDONA,3.5,A6,6.0,13.7,9.9,12.0,276.0
1931,KIA,SEDONA SX,3.3,AS6,6.0,12.9,9.5,11.4,267.25
1932,KIA,SEDONA SXL,3.3,AS6,6.0,14.15,10.5,12.5,294.0
1933,KIA,SORENTO,2.0,AS6,4.0,11.7,8.6,10.3,245.0
1934,KIA,SORENTO,2.4,A6,4.0,11.8,8.5,10.3,237.0
1935,KIA,SORENTO,2.4,AS6,4.0,11.325,8.375,10.0,235.0
1936,KIA,SORENTO,3.3,A6,6.0,12.9,9.5,11.4,262.0
1937,KIA,SORENTO,3.3,AS6,6.0,12.7,9.0,11.1,255.0
1938,KIA,SORENTO 4WD,2.4,A6,4.0,12.3,9.3,11.0,253.0
1939,KIA,SORENTO 4WD,3.3,A6,6.0,13.4,9.9,11.8,271.0
1940,KIA,SORENTO AWD,2.0,AS6,4.0,12.300000000000002,9.366666666666667,10.966666666666667,259.0
1941,KIA,SORENTO AWD,2.4,AS6,4.0,11.65,9.3,10.575,247.0
1942,KIA,SORENTO AWD,3.3,AS6,6.0,13.7,9.9,11.95,281.0
1943,KIA,SORENTO AWD FE,3.3,AS6,6.0,13.2,9.3,11.4,270.0
1944,KIA,SOUL,1.6,A6,4.0,9.8,7.9,8.9,205.0
1945,KIA,SOUL,1.6,AM7,4.0,9.1,7.7,8.5,199.0
1946,KIA,SOUL,1.6,AS6,4.0,9.6,7.8,8.8,205.25
1947,KIA,SOUL,1.6,M6,4.0,9.850000000000001,7.8,8.95,207.5
1948,KIA,SOUL,2.0,A6,4.0,10.1,7.8,9.1,209.0
1949,KIA,SOUL,2.0,AS6,4.0,9.725,7.7,8.8,206.75
1950,KIA,SOUL ECO DYNAMICS,2.0,AS6,4.0,9.7,7.7,8.8,208.0
1951,KIA,SOUL ECO Dynamics,2.0,A6,4.0,9.7,7.8,8.8,202.0
1952,KIA,SOUL ECO Dynamics,2.0,AS6,4.0,9.7,7.7,8.8,202.0
1953,KIA,SOUL TURBO,1.6,AM7,4.0,9.1,7.7,8.5,199.0
1954,KIA,SPORTAGE,2.4,A6,4.0,11.4,8.3,10.0,230.0
1955,KIA,SPORTAGE,2.4,AS6,4.0,10.875,8.1,9.625,224.75
1956,KIA,SPORTAGE,2.4,M6,4.0,12.9,9.233333333333333,11.300000000000002,260.3333333333333
1957,KIA,SPORTAGE AWD,2.0,A6,4.0,12.7,9.7,11.4,262.0
1958,KIA,SPORTAGE AWD,2.0,AS6,4.0,12.25,9.95,11.200000000000001,261.75
1959,KIA,SPORTAGE AWD,2.4,A6,4.0,12.0,9.1,10.7,246.0
1960,KIA,SPORTAGE AWD,2.4,AS6,4.0,11.649999999999999,9.35,10.625,247.75
1961,KIA,STINGER AWD,3.3,AS8,6.0,12.7,9.6,11.3,265.0
1962,KIA,Sedona,3.3,AS8,6.0,12.7,9.95,11.5,271.5
1963,KIA,Sorento,2.4,AS6,4.0,10.7,8.2,9.6,225.0
1964,KIA,Sorento AWD,2.4,AS6,4.0,11.2,9.0,10.2,242.0
1965,KIA,Sorento AWD,3.3,AS8,6.0,12.4,9.6,11.149999999999999,263.0
1966,KIA,Soul,1.6,AM7,4.0,9.1,7.7,8.5,199.0
1967,KIA,Soul,1.6,AS6,4.0,9.0,7.6,8.4,198.0
1968,KIA,Soul,2.0,AS6,4.0,9.5,7.8,8.7,206.0
1969,KIA,Soul,2.0,CVT,4.0,8.6,7.1,7.9,188.0
1970,KIA,Soul,2.0,M6,4.0,9.6,7.6,8.7,206.0
1971,KIA,Sportage,2.4,AS6,4.0,10.2,7.699999999999999,9.1,216.0
1972,KIA,Sportage AWD,2.0,AS6,4.0,12.0,9.899999999999999,11.05,262.0
1973,KIA,Sportage AWD,2.4,AS6,4.0,11.05,9.3,10.25,243.0
1974,KIA,Stinger AWD,2.0,AS8,4.0,11.1,8.1,9.7,229.0
1975,KIA,Stinger AWD,3.3,AS8,6.0,13.6,9.6,11.8,279.0
1976,KIA,Telluride AWD,3.8,AS8,6.0,12.5,9.6,11.2,264.0
1977,LAMBORGHINI,AVENTADOR COUPE,6.5,A7,12.0,22.8,12.9,18.3,421.0
1978,LAMBORGHINI,AVENTADOR COUPE,6.5,AM7,12.0,22.599999999999998,13.049999999999999,18.275,428.5
1979,LAMBORGHINI,AVENTADOR COUPE LP 740,6.5,AM7,12.0,23.9,14.5,19.7,461.0
1980,LAMBORGHINI,AVENTADOR ROADSTER,6.5,AM7,12.0,23.7,14.15,19.375,451.75
1981,LAMBORGHINI,AVENTADOR ROADSTER LP 740,6.5,AM7,12.0,23.9,14.5,19.7,461.0
1982,LAMBORGHINI,AVENTADOR S COUPE,6.5,AM7,12.0,23.8,14.1,19.4,454.0
1983,LAMBORGHINI,AVENTADOR S ROADSTER,6.5,AM7,12.0,24.2,14.5,19.8,464.0
1984,LAMBORGHINI,Aventador Coupe,6.5,AM7,12.0,26.25,15.55,21.45,486.0
1985,LAMBORGHINI,Aventador Roadster,6.5,AM7,12.0,26.6,15.8,21.7,493.0
1986,LAMBORGHINI,GALLARDO COUPE,5.2,A6,10.0,18.0,12.8,15.7,361.0
1987,LAMBORGHINI,GALLARDO COUPE,5.2,M6,10.0,20.6,13.5,17.4,400.0
1988,LAMBORGHINI,HURACAN,5.2,AM7,10.0,16.6,11.475,14.325,333.0
1989,LAMBORGHINI,HURACAN AWD,5.2,AM7,10.0,17.2,12.2,15.0,349.0
1990,LAMBORGHINI,HURACAN SPYDER,5.2,AM7,10.0,16.833333333333332,11.766666666666666,14.566666666666668,339.0
1991,LAMBORGHINI,HURACAN SPYDER AWD,5.2,AM7,10.0,17.2,12.3,15.0,350.0
1992,LAMBORGHINI,Huracan Coupe,5.2,AM7,10.0,18.05,13.05,15.8,368.0
1993,LAMBORGHINI,Huracan Coupe AWD,5.2,AM7,10.0,17.95,12.95,15.7,370.0
1994,LAMBORGHINI,Huracan Performante Coupe,5.2,AM7,10.0,17.9,13.0,15.7,370.0
1995,LAMBORGHINI,Huracan Performante Spyder,5.2,AM7,10.0,17.9,13.0,15.7,370.0
1996,LAMBORGHINI,Huracan Spyder,5.2,AM7,10.0,18.05,13.05,15.8,368.0
1997,LAMBORGHINI,Huracan Spyder AWD,5.2,AM7,10.0,17.95,12.95,15.7,370.0
1998,LAMBORGHINI,Urus,4.0,AS8,8.0,19.2,14.1,16.9,384.0
1999,LAMBORGHINI,VENENO ROADSTER,6.5,AM7,12.0,22.1,13.9,18.4,423.0
2000,LAND ROVER,DISCOVERY SPORT,2.0,AS9,4.0,11.766666666666666,9.166666666666666,10.6,248.66666666666666
2001,LAND ROVER,Discovery,3.0,AS8,6.0,14.8,11.4,13.3,311.0
